Ranking;Razão Social;Faturamento (R$);% Participação;% Acumulado;Classe;Cidade;UF;CNPJ;Telefone;E-mail;Vendedor
622;TECNA BRASIL LTDA.;;;;;SAO PAULO;SP;03611554000113;1125955900;cedvan@isoluxcorsan.com;
623;IBTF INDUSTRIA BRASILEIRA DE TUBOS FLEXIVEIS LTDA;;;;;GUARULHOS;SP;48221139000191;1124313422;paulo@ibtf.com.br;
624;ALCOA DO BRASIL INDUSTRIA E COMERCIO LIMITADA;;;;;SAO PAULO;SP;48879175000147;3537295105;caroline.takashi@alcoa.com.br;
625;GTECH - SISTEMAS ENERGETICOS RENOVAVEIS LTDA.;;;;;SAO PAULO;SP;62791702000198;1126383285;janir@traconsultoria.com.br;
626;ABP GERENCIAMENTO E ENGENHARIA LTDA;;;;;SAO PAULO;SP;10750987000115;1133716730;carlos.cattel@abrgerenciamento.com;
627;POWER SOLUTIONS BRASIL SISTEMAS DE AUTOMACAO E POTENCIA LTDA;;;;;SAO PAULO;SP;21833682000193;1131815160;powersolutions@psolutionsbrasil.com.br;
628;SELZER AUTOMOTIVA DO BRASIL LTDA.;;;;;VINHEDO;SP;06275615000107;1938267900;cicero.siqueira@selzer-automotiva.com.br;
629;PHL ENGENHARIA EIRELI;;;;;SANTO ANDRE;SP;26249566000145;1144643021;faengenhari@faengenharia.com.br;
630;POLUX ENGENHARIA LTDA;;;;;SAO PAULO;SP;01082424000105;1138775166;diretoria@polux.com.br;
631;RCA ASSESSORIA EM CONTROLE DE OBRAS E SERVICOS LTDA;;;;;SAO PAULO;SP;07677868000170;1147811842;financeiro@rcaserv.com.br;
632;HENRYS R. NEGOCIOS IMOBILIARIOS LTDA;;;;;SAO PAULO;SP;25127669000170;1128931181;v.alonso@me.com;
633;ANDRADE & CANELLAS ENGENHARIA LTDA;;;;;SAO PAULO;SP;06075874000194;1121220400;fiscal@andradecanellas.com.br;
634;CONSTRU-FRAN - CONSTRUCOES E MONTAGENS LTDA;;;;;CAMPINAS;SP;02590378000118;1932133012;processos@francoefranco.com.br;
635;POSTEC COMERCIO E SERVICO EM TECNOLOGIA LTDA;;;;;SAO PAULO;SP;13045438000138;1133382439;adm@postec.com.br;
636;CRA ENGENHARIA DE INFRAESTRUTURA LTDA.;;;;;SAO PAULO;SP;21141678000164;1131117269;ibeccari@crainfra.com.br;
637;ALSTOM INDUSTRIA LTDA;;;;;SAO PAULO;SP;60835410000184;1136127065;luis.silva@ge.com;
638;SONET ENGENHARIA E PROJETOS LTDA;;;;;SAO PAULO;SP;08874283000102;1128931181;v.alonso@me.com;
639;CONSTRUVAP CONSTRUCOES E COMERCIO LTDA;;;;;SAO PAULO;SP;60018017000106;1125389505;contatoconstruvap@gmail.com;
640;MAROSTICCA ENGENHARIA E PARTICIPACOES LTDA;;;;;SAO PAULO;SP;01133441000124;1122196650;christine@espacocontabil.com.br;
641;KTY ENGENHARIA LIMITADA;;;;;SAO PAULO;SP;56819477000158;1130447274;contato@alljabercompany.com.br;
642;SABOIA CAMPOS ENGENHARIA DE OBRAS - EIRELI;;;;;SAO PAULO;SP;07582102000101;1132665181;saboia@saboiacampos.com.br;
643;KWANGJIN INDUSTRIA DE AUTO PECAS LTDA;;;;;SUMARE;SP;21760064000160;1938736578;benedito@kwangjin-kr.com;
644;J.N.S. ENGENHARIA, CONSULTORIA E GERENCIAMENTO LTDA;;;;;SAO PAULO;SP;57135758000154;1138141166;jns@jnsecg.com.br;
645;SLB FUNDICOES LTDA;;;;;SUMARE;SP;12690266000192;1938039252;rosemeire.marques@sata-group.com;
646;ALFATEST IND E COM DE PRODUTOS ELETRONICOS S/A;;;;;SAO PAULO;SP;53536991000198;1161654700;contabil@alfatest.com.br;
647;GENSOLARIS ARRENDAMENTO DE SISTEMAS FOTOVOLTAICOS S.A;;;;;SAO PAULO;SP;25076460000124;1121689820;mfiuza@gensolaris.com.br;
648;SILCON AMBIENTAL LTDA;;;;;SAO PAULO;SP;50856251000140;1121285771;lfsandoval@silcon.com.br;
649;VECTOR SISTEMAS DE AUTOMACAO LTDA;;;;;AMERICANA;SP;65688111000188;1934060499;secretaria@alcalaadm.com.br;
650;CONAUT CONTROLES AUTOMATICOS LTDA;;;;;EMBU DAS ARTES;SP;60659166000146;1147852700;conaut@conaut.com.br;
651;ROADPAY TECNOLOGIA E SISTEMAS LTDA;;;;;SAO PAULO;SP;24472770000103;1139386740;financeiro@roadpay.com.br;
652;MCG PROJETOS DE ENGENHARIA LTDA.;;;;;BARUERI;SP;10463155000118;1150815808;marita@mcgengenharia.com.br;
653;MATCH ADMINISTRACAO E PARTICIPACOES EIRELI;;;;;SAO PAULO;SP;18936480000162;1148102191;lazaroqb1@gmail.com;
654;U-TECH DO BRASIL INDUSTRIA, IMPORTACAO, EXPORTACAO E DISTRIBUICAO - EIRELI;;;;;SAO PAULO;SP;09153012000120;1132373111;cristina.taniello@utechbrasil.com.br;
655;FUTURA SOLUCOES EM AUTOMACAO E ENGENHARIA LTDA;;;;;SAO PAULO;SP;00930134000101;1129188127;contact.prestadora@gmail.com;
656;IND MONTAGEM E INSTALACOES GIMI LTDA;;;;;SUZANO;SP;43030931000145;1147529900;administrativo@gimi.com.br;
657;R C A AUTOMACAO INDUSTRIAL LTDA;;;;;PIRACICABA;SP;08520923000186;1930360275;carlos@rcaautomacao.com.br;
658;APS COMPONENTES ELETRICOS LTDA;;;;;SAO PAULO;SP;04031962000169;1132663596;alexandreleal@apscomponentes.com.br;
659;TRUCK BUS - INDUSTRIA E COMERCIO DE AUTO PECAS LTDA;;;;;DIADEMA;SP;05104748000158;1140705120;cassia.amin@tbus.com.br;
660;DESGA AMBIENTAL INDUSTRIA E COMERCIO LTDA;;;;;CABREUVA;SP;63895353000117;1136605838;financeiro@desga.com.br;
661;M. COSTA ENGENHARIA LTDA;;;;;CAMPINAS;SP;03143314000131;1932533780;marcocosta@sigmanet.com.br;
662;GREEN CONSTRUTORA E INCORPORADORA LTDA;;;;;COTIA;SP;08843124000140;1146148787;financas@green.eng.br;
663;CADRE ENGENHARIA LTDA;;;;;NOVA ODESSA;SP;20241810000147;1932120189;andre@cadre.eng.br;
664;GENPRO ENGENHARIA S/A;;;;;SAO PAULO;SP;00753622000190;1148909053;lidia.financeiro@genpro.com.br;
665;NOVA DIMENSAO ENGENHARIA LTDA;;;;;SAO PAULO;SP;02086562000125;1111111111;nnn@nnn.nn;
666;ISTRIA ENGENHARIA LTDA;;;;;SAO PAULO;SP;04356343000144;1155053420;istria@istria.com.br;
667;HENCELT LOCACAO E CONSTRUCOES LTDA;;;;;SAO PAULO;SP;05149773000158;1132081411;legalizacao@capitalsoft.com.br;
668;CBEA ENGENHARIA LTDA;;;;;SAO PAULO;SP;27123047000107;1135677756;mcanhedo@terra.com.br;
669;CHINA RAILWAY ERYUAN DO BRASIL LTDA.;;;;;SAO PAULO;SP;27562864000153;1131015055;pedroribeiro@rlcae.com.br;
670;GERIBELLO ENGENHARIA LTDA;;;;;SAO PAULO;SP;51197200000117;1137094000;freitas@geribello.com.br;
671;OUTEC ENGENHARIA LTDA.;;;;;SAO PAULO;SP;52579885000129;1136280230;juridico@itoconsultoria.com.br;
672;INTACTA ENGENHARIA E CONSTRUCOES EIRELI;;;;;SAO PAULO;SP;65034563000146;1130858003;intacta@intacta.com.br;
673;BRS TECHNOLOGY EIRELI;;;;;COTIA;SP;13324865000155;1141481795;simao@brstec.com.br;
674;INERCO CONSULTORIA BRASIL LTDA.;;;;;SAO PAULO;SP;29052818000130;1132895455;cadastro@inerco.com;
675;LEONARDO MARQUES REZENDE TAVARES;;;;;GUARULHOS;SP;20063890000198;1124410130;vlau@bfcontabilidade.com;
676;IKA BRASIL EQUIPAMENTOS LABORATORIAIS, ANALITICOS E PROCESSOS LTDA;;;;;CAMPINAS;SP;04213425000130;1932435124;centercontrol@centercontrol.com.br;
677;URBANIZA ENGENHARIA CONSULTIVA LTDA;;;;;SANTANA DE PARNAIBA;SP;00963096000193;1133619143;ocik@uol.com.br;
678;EQUITRON AUTOMACAO ELETRONICO MECANICA LTDA;;;;;SAO CARLOS;SP;53630901000123;1633626300;equitron@equitron.com.br;
679;NUCLEO DE GESTAO DE INFRAESTRUTURA ENGENHARIA E SERVICOS LTDA;;;;;SAO PAULO;SP;04009820000103;1141070662;financeiro@nginfra.com.br;
680;LEISTUNG INDUSTRIA COMERCIO E SERVICOS DE SISTEMAS DE ENERGIA LTDA;;;;;ITAJUBA;MG;05466285000174;3536225010;fiscal@leistung.ind.br;
681;O.A.F PROJETOS E OBRAS LTDA;;;;;MAUA;SP;04842524000180;1145550262;financeiro@oafengenharia.com.br;
682;PLANAL TECNOLOGIA, SERVICOS E ENGENHARIA LTDA;;;;;SAO PAULO;SP;04748601000138;1130542100;grupoplanal@grupoplanal.com.br;
683;SANESI ENGENHARIA E SANEAMENTO LTDA;;;;;SAO PAULO;SP;05882917000180;1120638777;semacont@uol.com.br;
684;CABREUVA CONSULTORIA LTDA;;;;;SAO PAULO;SP;05265357000115;1130650006;adelita@choaibpaiva.com.br;
685;INDUSTRIA METALURGICA LIPOS LTDA;;;;;MAUA;SP;57486326000198;1145165015;ione.polisel@lipos.com.br;
686;HIDROCONSULT CONSULTORIA ESTUDOS E PROJETOS LTDA;;;;;SAO PAULO;SP;43483247000119;1132925055;contabilidade@hidroconsult.com.br;
687;L S COSTA ENGENHARIA E LOCACAO EIRELI;;;;;ARARAQUARA;SP;22302157000104;1633461737;contarf1@hotmail.com;
688;FRANAK TECNOLOGIA APLICADA E COMERCIO DE INSTRUMENTOS INDUSTRIAIS LTDA;;;;;SANTO ANDRE;SP;01859658000116;1144011465;franak@franak.com.br;
689;FOCCO TECNOLOGIA E ENGENHARIA LTDA.;;;;;SAO PAULO;SP;04888858000195;1120208499;legal@apress.com.br;
690;GR PARTICIPACOES E CONSULTORIA LTDA;;;;;SAO PAULO;SP;08976101000104;1155670877;societario@solucont.com.br;
691;ELR CONSULTORIA E PARTICIPACOES LTDA.;;;;;JUNDIAI;SP;15202184000140;1139630666;joel@plantercost.com.br;
692;FOCUS CONSTRUCOES E CONSULTORIA LTDA;;;;;SUMARE;SP;26386534000191;1997154501;mariajosemassarini@yahoo.com.br;
693;EPSON PAULISTA LTDA;;;;;BARUERI;SP;01554976000179;1139566859;regiane.freitas@epson.com.br;
694;AROS ENGENHARIA, CONSTRUCOES E ADMINISTRACAO DE BENS LTDA;;;;;SAO PAULO;SP;52521283000110;1199811345;aros@uol.com.br;
695;CONTECH INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA;;;;;SAO PAULO;SP;03206164000168;1134739333;henrique@contabilcontroller.com.br;
696;TOPLOPES INCORPORACOES E CONSTRUCOES EIRELI;;;;;COTIA;SP;26217693000162;1140065715;diogo@toplopes.com.br;
697;PAIT CONSULTORES ENGENHARIA E ARQUITETURA LTDA;;;;;SAO PAULO;SP;71739668000101;1155636016;carmen@paitconsultores.com;
698;STOLDEN INDUSTRIA E COMERCIO DE COMPONENTES ELETRONICOS LTDA.;;;;;CAMPINAS;SP;26032370000102;1981205401;stevanatoerencila@gmail.com;
699;WS-EQUIPAMENTOS ELETRONICOS LTDA;;;;;SANTA BARBARA D'OESTE;SP;15246133000110;1934551947;pires@contabilpires.com.br;
700;BR LIGHT INDUSTRIA, COMERCIO, EXPORTACAO E IMPORTACAO DE AUTOPECAS LTDA;;;;;SAO PAULO;SP;18190963000160;1140639698;juliana@brlightlampadas.com.br;
701;SERVICE ONE ENGENHARIA EIRELI;;;;;GUARULHOS;SP;04960772000126;1151023943;crd.assessoria56@gamil.com;
702;CRD ENGENHARIA E COMERCIO LTDA;;;;;SANTO ANDRE;SP;00314546000117;1144759480;crd@crdengenharia.com.br;
703;ISHIYAMA BRASIL CONSTRUCOES E COMERCIO LTDA;;;;;SAO PAULO;SP;01080463000173;1131070917;vitor@ishiyama.eng.br;
704;LUTASI ENGENHARIA LTDA;;;;;SAO PAULO;SP;04986177000160;1130730040;financeiro@perfilconstrutora.com.br;
705;TELETECH DRILL SISTEMAS NAO DESTRUTIVOS EIRELI;;;;;SAO PAULO;SP;07072485000178;1132081411;djalma@capitalsoft.com.br;
706;HMDS ENGENHARIA LTDA;;;;;SAO PAULO;SP;19584873000117;1155180083;juliohiruji@gmail.com;
707;OMNES SERVICOS ELETRICOS E COMERCIO LTDA.;;;;;SAO PAULO;SP;21146859000183;1123680117;helen.ribeiro@artcont.com.br;
708;RGSE PROJETOS E ENGENHARIA LTDA.;;;;;SAO PAULO;SP;38880696000160;1129490648;gaecont@terra.com.br;
709;B B L BUREAU BRASILEIRO LTDA;;;;;SAO PAULO;SP;48067623000108;1136115399;financeiro@bbl.com.br;
710;PROINTEC ENGENHARIA LTDA;;;;;SANTANA DE PARNAIBA;SP;09069992000188;1150417722;societario@felipeduarte.com.br;
711;GESTOR ENGENHARIA LTDA;;;;;SAO PAULO;SP;01846687000143;1130634811;patricia@gestorengenharia.com.br;
712;COPAVEL CONSULTORIA DE ENGENHARIA LTDA;;;;;SAO PAULO;SP;16630592000165;1155871388;adc.contabilidade_cm@terra.com.br;
713;NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO EIRELI;;;;;SAO PAULO;SP;07760239000109;1130485400;faturamento@nepos.com.br;
714;LOPES KALIL ENGENHARIA E COMERCIO LTDA 04 SCP;;;;;SAO PAULO;SP;28898669000161;1122042444;senocontabil@ig.com.br;
715;VLEAF ENERGIA E ENGENHARIA S.A;;;;;SAO PAULO;SP;25158399000164;1139953299;contato@vleaf.com.br;
716;ABR GERENCIAMENTO E ENGENHARIA LTDA;;;;;SAO PAULO;SP;06286396000161;1133716730;tatiana.bayarri@abrgerenciamento.com;
717;NOVA SOLAR - ENGENHARIA E CONSTRUCOES LTDA;;;;;SAO PAULO;SP;54202866000104;1122818104;legal@hopecontabil.com.br;
718;CONSORCIO PSD BAIXADA SANTISTA;;;;;SAO PAULO;SP;23284804000165;1130019090;contabilrca@hotmail.com;
719;S&V CONSULTORIA, INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRONICOS E SOFTWARE LTDA.;;;;;SAO CARLOS;SP;01730203000104;1621068555;svconsultoria@svconsultoria.com.br;
720;ASEL-TECH TECNOLOGIA E AUTOMACAO LTDA;;;;;SAO CARLOS;SP;03943658000125;1634113175;contato@asel-tech.com;
721;ELETRICA BIASI - INSTALACOES LTDA;;;;;LOUVEIRA;SP;04493381000149;1938781661;karlitus@terra.com.br;
722;FISCHER NOVAES PROJETO E GERENCIAMENTO EIRELI;;;;;SAO PAULO;SP;13184953000107;1128727808;contato@fischernovaes.com;
723;PROJECTUS CONSULTORIA LTDA;;;;;SAO PAULO;SP;64098932000100;1121234900;projectus@projectus.com.br;
724;SESTE ENGENHARIA E PARTICIPACOES LTDA.;;;;;ITATIBA;SP;14233537000106;1145241498;office.contabil@dglnet.com.br;
725;BR INCORPORADORA E CONSTRUTORA LTDA;;;;;SAO PAULO;SP;02826757000164;1132548439;ricardotrovilho@yahoo.com.br;
726;CONSULGAL BRASIL - CONSULTORES DE ENGENHARIA E GESTAO LTDA;;;;;SAO PAULO;SP;04764701000158;1132568690;filipe.nunes@consulgal.pt;
727;LATINA PROJETOS CIVIS E ASSOCIADOS LTDA;;;;;SAO PAULO;SP;59388363000199;1126149412;paulopavao@yahoo.com.br;
728;UNICONTROL INTERNATIONAL LTDA;;;;;SAO PAULO;SP;04608093000192;1136994789;mara02@terra.com.br;
729;CDK INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE RAIOS -X LTDA;;;;;DIADEMA;SP;04864204000121;1138767600;nfe.cdk@hotmail.com;
730;GEOCOMPANY TECNOLOGIA, ENGENHARIA E MEIO AMBIENTE LTDA;;;;;BARUERI;SP;62050034000148;1141954435;administrativo@geocompany.com.br;
731;PETRA AMBIENTAL E ENGENHARIA LTDA;;;;;SAO PAULO;SP;13539675000155;1141148566;faccil@faccil.com.br;
732;FANIA COMERCIO E INDUSTRIA DE PECAS LTDA.;;;;;ITAJUBA;MG;57006983000433;3536295800;nfe@fania.com.br;
733;UNIVEL INDUSTRIA METALURGICA LTDA;;;;;OSASCO;SP;66550054000139;1122487613;sac@universalindustria.com.br;
734;SP TRONIC INDUSTRIA E COMERCIO DE EQUIPAMENTOS INDUSTRIAIS LTDA;;;;;GUARULHOS;SP;02771105000170;1124121236;solange@sptronic.com.br;
735;VENCE ENGENHARIA E EMPREENDIMENTOS LTDA;;;;;SAO PAULO;SP;65034787000158;1138815301;contato@contabilfac.com.br;
736;GENERAL FIX INDUSTRIA E COMERCIO DE AUTO PECAS LTDA;;;;;DIADEMA;SP;11610885000167;1140705510;administracao@metaltork.com.br;
737;TRANSFORMADORES UNIAO INDUSTRIA E COMERCIO LTDA;;;;;SAO PAULO;SP;65696619000128;1120239002;nfe@transformadoresuniao.com.br;
738;PROPENSA SERVICOS E PROJETOS DE ENGENHARIA E ARQUITETURA LTDA.;;;;;SAO PAULO;SP;31829078000147;1149496000;oscarpessoa@hotmail.com;
739;NOVACON ENGENHARIA DE CONCESSOES SA;;;;;CAMPINAS;SP;04968662000100;6240081129;dco@emsa.com.br;
740;MASTRA INDUSTRIA E COMERCIO LTDA;;;;;LIMEIRA;SP;51476109000130;1934432403;americo@jabsconsultoria.com.br;
741;MMP - CONSULTORIA E GERENCIAMENTO DE EMPREENDIMENTOS IMOBILIARIOS EIRELI;;;;;SAO PAULO;SP;03418201000100;1151054200;wbesser@mmp.eng.br;
742;FB PLAN CONSULTORIA E PARTICIPACOES EIRELI;;;;;SAO PAULO;SP;30387653000136;1150520832;flaviobarra62@gmail.com;
743;IEME BRASIL ENGENHARIA CONSULTIVA LTDA.;;;;;SAO PAULO;SP;57394447000100;1156431414;financeiro@iemebrasil.com.br;
744;TESSLER E MOURA ENGENHARIA LTDA;;;;;SAO PAULO;SP;01414055000100;1131542727;tessler@tessler.com.br;
745;AMERICLEAN ENGENHARIA LTDA;;;;;SAO PAULO;SP;01691907000107;1131513161;*-*-*-*-*-*-*-*-*-*-*-*-*--*-*-*-*-*-*-*;
746;COFRAN RETROVISORES INDUSTRIA DE AUTO PECAS LTDA;;;;;SAO CAETANO DO SUL;SP;59332130000174;1139379660;contas.pagar@cofranretrovisores.com.br;
747;IDEA SISTEMAS CONSTRUTIVOS - SCP;;;;;ITATIBA;SP;36109224000183;1145249700;fiscal@simoescabral.com.br;
748;HGS INDUSTRIA ELETRONICA LTDA;;;;;SAPUCAI-MIRIM;MG;05738867000162;3536551158;hgs.ind.eletronica@gmail.com;
749;GA SERVICOS DE ENGENHARIA EM TELECOMUNICACOES LTDA;;;;;SAO PAULO;SP;09029106000192;1132081411;djalma@capitalsoft.com.br;
750;MCK AUTOMACAO INDUSTRIAL EIRELI;;;;;OSASCO;SP;11203891000108;1136530240;dare@mckautomacao.com.br;
751;HTM INDUSTRIA DE EQUIPAMENTOS ELETRO-ELETRONICOS LTDA;;;;;AMPARO;SP;03271206000144;1938087741;contato@universoconsult.com.br;
752;PURA SAUDE INTERNACIONAL INDUSTRIA E COMERCIO DE EQUIPAMENTOS MEDICOS LTDA.;;;;;SAO PAULO;SP;23849153000103;1125076121;faclementedias@gmail.com;
753;TRAFOTEK POWER ELETRONICOS E TRANSFORMADORES LTDA.;;;;;ITU;SP;22119284000172;1138974400;klaus.franco@trafotek.com.br;
754;B.T.M. ELETROMECANICA LTDA;;;;;GUARULHOS;SP;00008220000161;1149314958;fatima@grupobtm.com.br;
755;DAP DESENVOLVIMENTO E AUTOMACAO DE PROCESSOS LTDA;;;;;PIRACICABA;SP;08380785000187;1934033112;dedini@dedini.com.br;
756;BMB ENERGIA LTDA.;;;;;SANTANA DE PARNAIBA;SP;05962037000114;1141561754;info@bmbenergia.com.br;
757;THINKLED DO BRASIL LTDA;;;;;DIADEMA;SP;16734412000195;1149975943;msquarize@rsadvocacia.com.br;
758;PROQUALIT TELECOM LTDA.;;;;;GUARAREMA;SP;68389097000100;1146939300;camilaromano@jodola.com.br;
759;NOVAKOASIN EQUIPAMENTOS E SISTEMAS LTDA.;;;;;SAO PAULO;SP;62324033000144;1155253012;novakoasin@novakoasin.com.br;
760;MODEFER INDUSTRIA DE AUTO PECAS LTDA;;;;;BARUERI;SP;96624101000102;1120783939;modefer@modefer.com.br;
761;TUP - TECNOLOGIA EM USINAGEM DE PRECISAO EIRELI;;;;;COTIA;SP;06175874000166;1146228400;financeiro@tuptech.com.br;
762;LIMER-STAMP ESTAMPARIA, FERRAMENTARIA E USINAGEM LTDA;;;;;LIMEIRA;SP;03498281000142;1934510714;cristiane@limerstamp.com.br;
763;METALURGICA QUASAR LTDA.;;;;;MAUA;SP;50564582000107;1136620014;agility@agilityassessoria.com.br;
764;AR-BR INDUSTRIA E COMERCIO DE AUTO PECAS LTDA;;;;;SAO PAULO;SP;72880750000106;1139651177;adc.contabilidade_dc@terra.com.br;
765;S O S SERVICE COMERCIO E ENGENHARIA LTDA;;;;;BARUERI;SP;00459410000103;1139775181;financeiro@sos-service.com.br;
766;3E EFICIENCIA ENERGETICA LTDA;;;;;BARUERI;SP;10654927000107;8530555144;joao.farias@3eengenharia.com.br;
767;LEVIG ENGENHARIA CONSTRUCOES E COMERCIO LTDA;;;;;CAIEIRAS;SP;01187201000102;1127136250;hbrealiza@hbrealizacontabil.com.br;
768;LOCMIC CONSTRUTORA E INCORPORADORA LTDA;;;;;CAMPINAS;SP;10954354000129;1120212939;locmic2009@hotmail.com;
769;SCEPP ENGENHARIA LTDA.;;;;;COTIA;SP;05404109000108;1136527777;patricia.machado@scepp.com.br;
770;MAXXI AMBIENTAL E ENGENHARIA LTDA;;;;;FRANCISCO MORATO;SP;08771708000158;1141216858;sergioluizaraujo@globo.co;
771;VISUAL SINALIZACAO VIARIA E CONSTRUCOES LTDA;;;;;GUARULHOS;SP;00018675000168;1129559340;sueli@visualcomunicacao.com.br;
772;JN TORRES CONSTRUCOES LTDA;;;;;LOUVEIRA;SP;12696465000108;1197979907;jntorres.eletrica@yahoo.com;
773;ATOMOS ENGENHARIA E SERVICOS LTDA;;;;;MAUA;SP;15289067000165;1123761833;thiago@escritorio-sp.com.br;
774;PROMIELT ENGENHARIA LTDA;;;;;OSASCO;SP;44604247000192;1136834411;administrativo@promielt.com.br;
775;M M M MANUTENCAO E MONTAGENS LTDA;;;;;PAULINIA;SP;02244330000158;1938847204;contato@mmmengenharia.com.br;
776;JBA ENGENHARIA E CONSULTORIA LTDA.;;;;;SANTANA DE PARNAIBA;SP;53658050000127;1139023701;societario@feconsultoria.com.br;
777;IPT - PROMEC INSTALACOES E PROJETOS TECNICOS EIRELI;;;;;SAO PAULO;SP;00346475000134;1120841776;financeiro@ipt-promec.com.br;
778;PML ENGENHARIA E ARQUITETURA LTDA.;;;;;SAO PAULO;SP;02611505000118;1133638000;ademir@japher.com.br;
779;AMBIENTE BRASIL ENGENHARIA LTDA;;;;;SAO PAULO;SP;06306458000150;1155487888;crcspp@gmail.com;
780;GRUPO ENERGIA - ENGENHARIA, CONSULTORIA, GERENCIAMENTO E OPERACAO E MANUTENCAO DE USINAS LTDA.;;;;;SAO PAULO;SP;07080298000136;1121689600;rubens.brandt@grupoenergia.com.br;
781;MOBILE ENGENHARIA LTDA;;;;;SAO PAULO;SP;08855044000105;1130446173;mobile.eng@uol.com.br;
782;LAFORMA COMERCIO E SERVICO LTDA;;;;;SAO PAULO;SP;11180512000101;1135390699;laforma@laforma.com.br;
783;AUTOLINE EQUIPAMENTOS INTELIGENTES DO BRASIL LTDA.;;;;;SAO PAULO;SP;15767799000113;1135040988;panfaming@gmail.com;
784;REPIPE ENGENHARIA LTDA.;;;;;SAO PAULO;SP;18123271000108;1141933612;gerson@gfsil.com.br;
785;HRO ENGENHARIA, CONSTRUCAO E INCORPORACAO LTDA.;;;;;SAO PAULO;SP;27733009000168;1171712471;fgseabra@gmail.com;
786;ESTATICA ENGENHARIA LTDA;;;;;SAO PAULO;SP;43715929000100;1138263555;estatica@uol.com.br;
787;SETAPE SERVICOS TECNICOS DE AVALIACOES DO PATRIMONIO E ENGENHARIA LTDA.;;;;;SAO PAULO;SP;44157543000192;1138172020;setape@setape.com.br;
788;HABKLEN EMPREENDIMENTOS E PARTICIPACOES IMOBILIARIAS LTDA;;;;;TABOAO DA SERRA;SP;27604802000167;1147832212;leandro.klen@gmail.com;
789;ETHOS CORPORATE LTDA;;;;;VINHEDO;SP;06111364000125;1142202456;contabilvairo@uol.com.br;
790;PILLAR CONSTRUTORA LTDA;;;;;VINHEDO;SP;20972707000177;1999644691;scramin@globo.com;
791;AREBRA CONSTRUCOES E PARTICIPACOES LTDA;;;;;SAO PAULO;SP;11216427000148;1133370933;aclcont@uol.com.br;
792;RASS ENGENHARIA LTDA.;;;;;SAO PAULO;SP;03486090000160;1130570100;osvaldo.longo@rass.com.br;
793;RDA IMPORTACAO, EXPORTACAO E SERVICOS LTDA;;;;;SAO PAULO;SP;12647827000170;1126049090;financeiro@theled.com.br;
794;MACSERVICE SERVICOS DE ENGENHARIA LTDA;;;;;JUNDIAI;SP;12760178000110;1145255000;ilza@maccaferri.com.br;
795;LANIK DO BRASIL ENGENHARIA LTDA.;;;;;SAO PAULO;SP;15721188000134;1134670131;mvmonteiro@urglobal.com;
796;HIDROREADER SISTEMAS DE MEDICAO LTDA.;;;;;SAO PAULO;SP;32503371000182;1132235454;vendas@hidroreader.com.br;
797;CAB - INDUSTRIA, ENERGIA E MEIO AMBIENTE LTDA;;;;;SAO PAULO;SP;16585564000173;1155871388;copavel@copavel.com.br;
798;FORCE-LINE INDUSTRIA E COMERCIO DE COMPONENTES ELETRONICOS LTDA;;;;;SAO PAULO;SP;03762480000116;1127997700;pires@forceline.com.br;
799;S4A AVALIACOES PATRIMONIAIS LTDA;;;;;SAO PAULO;SP;13311565000131;1159722556;antonio.lopez@s4aavaliacoes.com.br;
800;SOLTEC SOLUCOES TECNOLOGICAS LTDA;;;;;SAO PAULO;SP;54041959000102;1131591703;soltec@soltec.com.br;
801;FIGENER ENGENHEIROS ASSOCIADOS LTDA;;;;;SAO PAULO;SP;64909716000199;1132566999;silvana@figener.com.br;
802;CLICK AUTOMOTIVA INDUSTRIAL LTDA.;;;;;VALINHOS;SP;62479365000106;1938818411;tclick@uol.com.br;
803;FERNANDES TERRUGGI CONSULTORES ASSOCIADOS LTDA.;;;;;SANTANA DE PARNAIBA;SP;02472731000165;1236693300;edufer2@terra.com.br;
804;PROLINK TELECOM LTDA;;;;;CAMPINAS;SP;04784537000140;1932713838;antonio.nazarini@prolinktelecom.com.br;
805;GF AUTO PECAS INDUSTRIA E COMERCIO LTDA;;;;;LIMEIRA;SP;51462125000174;1934041800;societario@atlasassessoria.com.br;
806;NIX INDUSTRIA, COMERCIO E SERVICOS DE ENGENHARIA LTDA;;;;;MAUA;SP;01509347000127;1121303030;contatos@nixind.com.br;
807;STIEFELMANN INCORPORADORA LTDA;;;;;SAO PAULO;SP;03673408000112;1125971404;roliveira@fisconnect.com.br;
808;KOREN AMBIENTAL LTDA;;;;;SAO PAULO;SP;14413759000100;1136620014;dov@uol.com.br;
809;TEKHNITES CONSULTORES ASSOCIADOS LTDA;;;;;SAO PAULO;SP;56276116000102;1130234436;tekhnites@tekhnites.com.br;
810;SENSOR - SERVICOS E ADMINISTRACAO LTDA;;;;;SAO PAULO;SP;58102237000163;1172922477;pcesar16@ig.com.br;
811;DIALIGHT DO BRASIL TECNOLOGIA LED LTDA.;;;;;INDAIATUBA;SP;17605105000177;1130312835;financeiro@dialight.com;
812;LDM MANUTENCAO E MONTAGEM INDUSTRIAL EIRELI;;;;;COSMOPOLIS;SP;07439580000167;1938696933;nucleo@nucleocontabil.com.br;
